i j Omegaij  Pij
674 114 0.554754 0.555119
674 194 0.045605 0.043924
674 223 0.047852 0.047704
674 366 0.026173 0.025068
674 479 0.597856 0.604925
674 488 0.649111 0.650372
674 874 0.017078 0.017412
674 1046 0.532904 0.531729
674 693 0.132579 0.131091
675 115 0.142940 0.141266
675 209 0.146329 0.145517
675 304 0.142318 0.141085
676 115 0.454676 0.454341
676 130 0.102298 0.102671
676 154 0.509651 0.507096
676 212 0.044915 0.045236
676 253 0.491105 0.490825
676 343 0.063460 0.064558
676 403 0.206297 0.203776
676 561 0.452456 0.453691
676 584 0.054156 0.052845
676 624 0.078007 0.078715
676 637 0.451653 0.452654
676 659 0.450205 0.446662
677 115 0.576720 0.574789
677 195 0.577514 0.576706
677 222 0.325330 0.326679
678 115 0.455266 0.452024
679 115 0.464140 0.465991
679 127 0.243388 0.239744
679 210 0.086551 0.086508
679 531 0.171791 0.172534
679 1092 0.300133 0.299126
680 115 0.846279 0.845068
680 325 0.279205 0.276360
681 116 0.467478 0.467408
681 135 0.472602 0.474487
682 117 0.045923 0.046490
682 628 0.010959 0.010295
683 117 0.866523 0.866795
683 125 0.109336 0.106437
684 119 0.078879 0.077130
685 121 0.247761 0.249444
685 283 0.262952 0.262079
685 580 0.037306 0.039152
686 121 0.117115 0.115001
686 155 0.186285 0.183083
686 198 0.074414 0.072524
686 249 0.143114 0.143228
686 305 0.175109 0.172356
686 350 0.263923 0.262844
686 366 0.010503 0.009639
686 432 0.001080 0.000291
686 433 0.077122 0.076290
686 452 0.201124 0.200467
686 531 0.097361 0.096379
686 542 0.125333 0.123454
686 554 0.119541 0.117592
686 587 0.078531 0.077436
686 1006 0.196898 0.197543
686 703 0.254516 0.253203
686 702 0.248896 0.248152
686 691 0.060451 0.060544
686 697 0.114282 0.113276
686 1066 0.188977 0.187209
686 1000 0.081285 0.082706
687 121 0.087462 0.085717
687 213 0.151360 0.149300
687 299 0.187512 0.188109
687 366 0.008192 0.007185
687 451 0.114994 0.114381
687 883 0.118827 0.120885
688 121 0.017991 0.017380
688 272 0.040263 0.038942
688 488 0.037516 0.037794
688 494 0.041971 0.041453
688 693 0.007870 0.007618
689 123 0.177483 0.176500
690 123 0.532711 0.536976
690 133 0.559468 0.557640
690 167 0.660885 0.659042
690 195 0.711283 0.711555
690 354 0.335538 0.333232
690 434 0.096106 0.095956
690 480 0.567004 0.564753
690 584 0.081210 0.082487
690 662 0.424713 0.422756
690 974 0.383567 0.382118
690 705 0.295744 0.296700
690 852 0.500851 0.500569
691 124 0.374142 0.371927
691 148 0.218746 0.217871
691 199 0.670003 0.667273
691 213 0.588610 0.585535
691 218 0.443749 0.442650
691 232 0.719910 0.718365
691 320 0.167239 0.165213
691 686 0.681906 0.680955
691 883 0.473344 0.474094
692 124 0.423937 0.425945
692 134 0.617273 0.614142
692 289 0.118243 0.114085
692 354 0.406673 0.409473
692 366 0.033839 0.032270
692 1085 0.410962 0.411394
693 124 0.171372 0.172647
693 194 0.022738 0.022918
693 254 0.231644 0.233908
693 276 0.097807 0.095337
693 279 0.180537 0.180908
693 289 0.045055 0.046242
693 354 0.166789 0.165970
693 488 0.344247 0.339342
693 494 0.375450 0.372191
693 667 0.172841 0.169488
693 674 0.284640 0.286816
693 688 0.228251 0.228703
693 1093 0.029244 0.027592
694 126 0.594559 0.595011
694 195 0.870648 0.869388
694 197 0.459981 0.460349
694 205 0.246889 0.246151
694 218 0.503946 0.504061
694 273 0.775093 0.772396
694 445 0.450724 0.451612
694 592 0.451289 0.451954
694 593 0.051888 0.052335
694 647 0.150895 0.152137
694 695 0.804873 0.805249
694 785 0.057380 0.056207
695 126 0.548765 0.548286
695 215 0.350745 0.352740
695 218 0.465903 0.464479
695 471 0.135665 0.133047
695 649 0.322432 0.323235
695 694 0.640426 0.638470
696 127 0.224269 0.222216
696 319 0.020373 0.019796
696 320 0.095987 0.093779
696 322 0.136344 0.135746
696 402 0.425983 0.420566
696 774 0.123137 0.125123
696 789 0.179617 0.179619
697 129 0.071918 0.071491
697 191 0.192686 0.192277
697 197 0.187301 0.188676
697 204 0.268799 0.266510
697 206 0.008214 0.008738
697 209 0.367497 0.365823
697 210 0.065375 0.065929
697 211 0.294277 0.292735
697 214 0.253368 0.251425
697 218 0.207121 0.206591
697 342 0.280743 0.281500
697 400 0.334159 0.334822
697 440 0.369876 0.371321
697 511 0.341794 0.340412
697 649 0.146086 0.143769
697 686 0.318872 0.317812
697 789 0.148915 0.147688
697 796 0.247677 0.248595
697 800 0.379891 0.379798
698 129 0.062055 0.063033
698 161 0.134830 0.132357
698 296 0.145884 0.146718
698 400 0.289842 0.295210
698 440 0.324428 0.327391
698 583 0.172599 0.173352
698 1094 0.153337 0.150727
698 805 0.107445 0.105372
698 986 0.136672 0.136197
698 878 0.125534 0.122626
699 130 0.050749 0.050902
699 182 0.105806 0.104062
699 458 0.184953 0.183034
699 497 0.055170 0.054982
699 584 0.026300 0.026200
699 613 0.230601 0.229744
699 839 0.041434 0.041313
700 130 0.102435 0.104231
700 268 0.210826 0.209448
700 398 0.205178 0.203747
700 458 0.374578 0.374792
700 498 0.411512 0.410054
700 839 0.086589 0.084595
700 1095 0.356131 0.355812
701 130 0.033823 0.033944
701 155 0.103937 0.105647
701 236 0.154857 0.155424
701 249 0.080829 0.082649
701 268 0.068111 0.068209
702 130 0.195752 0.194894
702 686 0.773648 0.771797
702 782 0.476163 0.475560
703 130 0.114311 0.112116
703 372 0.009653 0.009986
703 453 0.182888 0.180463
703 660 0.503912 0.501630
703 686 0.443987 0.443992
703 774 0.144661 0.143725
704 133 0.092226 0.094936
704 193 0.034378 0.034840
704 236 0.129082 0.124929
704 350 0.122785 0.121913
704 408 0.035376 0.033084
704 414 0.022403 0.021878
704 531 0.045322 0.044703
704 995 0.095048 0.096121
704 1096 0.060670 0.059637
705 133 0.374863 0.371331
705 480 0.376302 0.376067
705 584 0.054796 0.054928
705 662 0.282457 0.281512
705 690 0.326800 0.326944
705 993 0.339669 0.339914
705 846 0.398799 0.400392
705 1097 0.252172 0.251406
705 1042 0.135810 0.134124
705 1037 0.358542 0.359140
705 1038 0.283435 0.282508
705 754 0.151461 0.153108
706 133 0.568246 0.567431
706 236 0.745526 0.746700
706 315 0.594463 0.594949
706 357 0.531579 0.530386
706 457 0.372197 0.372992
706 852 0.511323 0.509358
706 1009 0.406086 0.400965
706 824 0.657120 0.656099
706 953 0.142049 0.141242
707 133 0.268128 0.267696
707 453 0.125777 0.123833
707 597 0.222144 0.222874
708 133 0.646437 0.645507
708 237 0.055679 0.059709
708 474 0.129733 0.138636
708 480 0.672606 0.653740
708 482 0.889755 0.890660
708 483 0.898664 0.910790
708 542 0.362472 0.389340
708 544 0.072383 0.070708
708 553 0.010022 0.008264
708 563 0.716592 0.699734
708 815 0.202116 0.211313
708 1037 0.633074 0.624314
708 1034 0.083519 0.085385
708 1097 0.439310 0.437033
708 848 0.222717 0.234153
709 134 0.466343 0.464529
709 266 0.514598 0.513155
709 572 0.149416 0.149663
709 720 0.266473 0.266830
709 850 0.671533 0.671309
709 732 0.194404 0.193033
709 731 0.325535 0.324914
710 134 0.397240 0.400213
710 136 0.524896 0.527141
710 185 0.557847 0.559597
710 232 0.533252 0.536121
710 251 0.306723 0.306102
710 268 0.259644 0.257875
710 312 0.095669 0.093997
710 329 0.477871 0.473839
710 349 0.352947 0.355371
710 358 0.609569 0.612613
710 465 0.037667 0.036268
710 520 0.061825 0.060347
710 860 0.087112 0.084491
710 1049 0.237361 0.239505
710 899 0.487247 0.487652
711 134 0.023719 0.022686
711 312 0.006393 0.005328
711 314 0.007089 0.007163
711 508 0.030789 0.029402
711 794 0.012401 0.011805
712 134 0.595956 0.592483
712 377 0.375535 0.379930
713 134 0.287730 0.289113
713 1098 0.440775 0.436622
713 987 0.013771 0.012835
714 134 0.370080 0.367857
714 182 0.241187 0.241142
714 577 0.080887 0.081777
714 597 0.339112 0.341713
714 661 0.269554 0.270330
714 949 0.009661 0.008173
715 135 0.697017 0.694775
715 255 0.232055 0.233073
716 135 0.677392 0.674550
717 135 0.239990 0.242402
717 259 0.282334 0.280359
717 312 0.047683 0.046620
717 507 0.257098 0.255441
717 811 0.207231 0.201840
718 139 0.582505 0.583055
718 140 0.490282 0.486468
718 147 0.289925 0.291483
718 266 0.676347 0.678589
718 907 0.367100 0.369569
719 139 0.045455 0.037063
719 146 0.047273 0.032481
719 353 0.008182 0.008802
719 556 0.014545 0.010161
720 139 0.357999 0.353976
720 148 0.153007 0.151518
720 542 0.251822 0.250973
720 544 0.045367 0.045579
720 556 0.097664 0.097043
720 709 0.268296 0.270552
721 139 0.320451 0.320704
722 140 0.119736 0.118754
722 141 0.225430 0.225832
722 142 0.035555 0.035224
722 151 0.219180 0.216374
722 736 0.018063 0.017851
723 141 0.169789 0.169014
723 182 0.074298 0.073569
723 331 0.136122 0.136441
723 355 0.006949 0.006769
723 388 0.153652 0.154074
723 395 0.070339 0.069467
723 411 0.115603 0.116289
723 412 0.153590 0.152642
723 433 0.047331 0.046672
723 503 0.158191 0.159590
723 589 0.137109 0.138398
723 590 0.105743 0.106336
723 944 0.074251 0.075324
723 743 0.049600 0.048261
723 939 0.097541 0.097034
723 746 0.002896 0.002314
723 985 0.017968 0.017254
723 1099 0.122678 0.120197
723 957 0.147063 0.146765
723 940 0.168302 0.168555
723 745 0.153918 0.151704
723 945 0.157299 0.156441
724 142 0.122260 0.122288
724 198 0.202676 0.205819
724 218 0.429657 0.429739
724 283 0.343165 0.342896
724 290 0.438562 0.432933
724 298 0.423655 0.421398
724 355 0.032103 0.031399
724 389 0.018942 0.018176
724 407 0.026149 0.024791
724 437 0.402426 0.404816
724 541 0.741679 0.741130
724 551 0.706649 0.704794
724 590 0.492928 0.493279
724 591 0.091683 0.089236
724 594 0.017786 0.018172
724 599 0.026223 0.025612
724 725 0.169492 0.169389
724 728 0.252540 0.254482
724 797 0.579715 0.580657
724 786 0.387518 0.386455
724 729 0.346535 0.344541
725 142 0.105900 0.103044
725 182 0.288911 0.287573
725 298 0.352934 0.355084
725 384 0.540758 0.540918
725 388 0.603449 0.602258
725 408 0.169709 0.170570
725 409 0.628614 0.628021
725 411 0.454838 0.454561
725 433 0.181235 0.182436
725 503 0.625098 0.623818
725 541 0.623997 0.624501
725 551 0.597304 0.593883
725 570 0.644527 0.640536
725 590 0.416566 0.415653
725 724 0.098636 0.100955
725 728 0.214126 0.214435
725 977 0.226185 0.226187
725 884 0.628277 0.627963
725 885 0.366076 0.362022
725 755 0.394384 0.390630
725 787 0.309583 0.308410
725 886 0.234407 0.232522
725 887 0.285412 0.281259
726 142 0.038407 0.036099
726 350 0.219889 0.220196
727 142 0.044517 0.042613
727 730 0.038853 0.038033
727 991 0.032991 0.032248
727 1002 0.142048 0.142762
727 975 0.250907 0.249110
728 142 0.125309 0.125834
728 283 0.355652 0.352839
728 298 0.434484 0.433618
728 304 0.758659 0.759184
728 388 0.734477 0.735459
728 408 0.212856 0.208295
728 433 0.224228 0.222786
728 437 0.416679 0.416555
728 541 0.760230 0.762621
728 551 0.727052 0.725231
728 724 0.122541 0.123283
728 725 0.174590 0.174301
728 858 0.430594 0.436947
729 142 0.018411 0.017175
729 298 0.059698 0.059185
729 331 0.089043 0.088895
729 371 0.023059 0.022510
729 380 0.086611 0.085640
729 385 0.043587 0.043860
729 392 0.000794 0.000580
729 406 0.036242 0.034955
729 499 0.069607 0.068802
729 503 0.103732 0.103978
729 551 0.098852 0.098988
729 589 0.090465 0.090170
729 632 0.004764 0.004409
729 724 0.017369 0.016827
729 755 0.066133 0.065110
729 982 0.036639 0.036546
729 944 0.049542 0.049076
729 981 0.085338 0.085861
729 980 0.029709 0.029013
730 142 0.061837 0.061170
730 405 0.234278 0.236285
730 407 0.014385 0.012401
730 449 0.235857 0.239368
730 727 0.079204 0.077292
730 973 0.209192 0.202667
730 1002 0.207175 0.204930
730 991 0.048066 0.046291
731 143 0.226370 0.231568
731 709 0.244306 0.248416
732 143 0.174883 0.177933
732 709 0.189871 0.190879
733 143 0.014418 0.013196
733 375 0.001841 0.001087
733 820 0.011517 0.010556
734 144 0.442687 0.443221
734 151 0.785616 0.782440
735 144 0.248326 0.248764
735 184 0.389897 0.385967
735 340 0.397687 0.400943
735 370 0.266707 0.261308
735 504 0.034206 0.034294
735 936 0.108217 0.106196
736 145 0.125870 0.117481
736 148 0.096639 0.099568
736 151 0.352953 0.353618
736 620 0.004772 0.004666
736 635 0.163054 0.167417
736 722 0.326705 0.315731
737 146 0.464494 0.471884
737 792 0.469528 0.464602
738 146 0.458680 0.463076
738 151 0.803316 0.803286
739 151 0.143750 0.214367
740 151 0.621429 0.625447
740 156 0.169727 0.169227
740 504 0.050455 0.048842
740 558 0.353627 0.355564
740 597 0.404932 0.402655
740 602 0.373059 0.371512
741 151 0.323952 0.323734
741 184 0.286341 0.284526
741 221 0.241623 0.241425
741 595 0.223848 0.223895
741 599 0.012470 0.011038
741 964 0.143521 0.140845
742 152 0.198966 0.197176
742 332 0.127371 0.126435
742 346 0.185079 0.186537
742 395 0.117462 0.115477
742 411 0.191785 0.193311
742 589 0.229847 0.230063
742 590 0.177406 0.176765
742 747 0.035504 0.034062
742 944 0.128223 0.125214
742 943 0.009681 0.009170
742 745 0.257735 0.252182
743 152 0.054662 0.053289
743 355 0.003654 0.003041
743 589 0.062833 0.062177
743 590 0.048724 0.047772
743 723 0.064483 0.063697
743 745 0.071690 0.068155
743 944 0.033193 0.033840
743 744 0.002030 0.001600
743 782 0.039639 0.039450
743 747 0.009897 0.009206
744 152 0.100333 0.099251
744 355 0.005543 0.005664
744 395 0.056264 0.058126
744 411 0.099778 0.097305
744 592 0.068736 0.069502
744 743 0.039357 0.040382
744 939 0.088692 0.081193
744 747 0.021619 0.017145
744 944 0.062916 0.063028
744 745 0.128049 0.126938
745 152 0.591446 0.593452
745 346 0.564410 0.561432
745 590 0.529228 0.532018
745 723 0.711565 0.709362
745 742 0.336823 0.331499
745 743 0.244762 0.241460
745 744 0.019168 0.017818
745 944 0.381033 0.376863
745 747 0.103360 0.102518
746 152 0.002390 0.004662
746 355 0.000797 0.000266
746 395 0.001594 0.002730
746 589 0.003984 0.005439
746 723 0.006375 0.005572
747 152 0.504599 0.502347
747 346 0.473222 0.475243
747 395 0.291303 0.294201
747 433 0.194144 0.197663
747 589 0.586564 0.586132
747 742 0.281698 0.280608
747 743 0.201711 0.204391
747 744 0.016067 0.015083
747 745 0.639888 0.642485
747 939 0.415299 0.410949
747 1074 0.507393 0.509316
748 156 0.189404 0.185184
748 305 0.444003 0.445653
748 413 0.315215 0.311643
748 442 0.197191 0.194222
749 157 0.472872 0.474721
749 270 0.241383 0.241086
749 355 0.028158 0.028542
749 357 0.495522 0.493541
749 377 0.305901 0.303464
749 416 0.671516 0.670436
749 871 0.047125 0.045824
750 157 0.281083 0.276478
751 157 0.331965 0.328021
751 390 0.172574 0.173844
751 394 0.051862 0.052420
751 656 0.143088 0.143733
751 660 0.468529 0.469136
752 157 0.370585 0.371043
752 377 0.233896 0.237189
752 394 0.058206 0.059296
752 753 0.521609 0.522183
753 157 0.090342 0.088511
753 660 0.126921 0.126589
753 752 0.112133 0.111836
753 811 0.090741 0.089723
754 157 0.410902 0.409598
754 259 0.572546 0.576727
754 417 0.099280 0.097849
754 507 0.524388 0.525468
754 705 0.241439 0.242397
755 158 0.252773 0.254776
755 275 0.783853 0.782667
755 298 0.452374 0.454559
755 388 0.770497 0.770979
755 395 0.342887 0.347609
755 397 0.530703 0.533762
755 430 0.258163 0.254937
755 433 0.232299 0.233545
755 541 0.796612 0.799452
755 551 0.763882 0.760257
755 570 0.821533 0.819980
755 589 0.694510 0.692535
755 725 0.184469 0.182719
755 729 0.375947 0.371654
755 884 0.802976 0.803884
755 885 0.464285 0.463441
755 787 0.394268 0.394810
755 886 0.302065 0.297662
755 887 0.358851 0.360053
755 774 0.229125 0.230844
756 159 0.073281 0.072747
756 459 0.093540 0.091467
756 470 0.080758 0.080407
756 475 0.104115 0.103443
756 485 0.106094 0.105615
756 486 0.006342 0.005173
756 512 0.058683 0.059249
756 532 0.078747 0.079349
756 581 0.033315 0.033027
756 1044 0.105153 0.104014
756 1026 0.039398 0.039848
756 807 0.067426 0.064408
756 1100 0.046535 0.046176
756 1019 0.088836 0.086980
756 1024 0.013170 0.013854
756 847 0.018085 0.017033
756 1025 0.121649 0.122051
757 159 0.165832 0.145054
758 159 0.248381 0.241418
759 162 0.090718 0.093319
760 175 0.473195 0.472037
760 307 0.769036 0.764231
760 338 0.622215 0.627581
760 339 0.617000 0.619910
760 455 0.037518 0.037359
760 934 0.532974 0.532292
760 929 0.268735 0.269994
761 181 0.179213 0.180294
761 563 0.275603 0.274196
762 181 0.121450 0.128546
763 182 0.173594 0.186631
763 497 0.121027 0.098608
763 1047 0.231051 0.219379
764 182 0.076210 0.076916
764 312 0.027144 0.027558
764 358 0.180902 0.179605
764 465 0.010622 0.010633
764 520 0.017747 0.017693
764 522 0.169152 0.168719
764 527 0.059027 0.059584
764 548 0.015039 0.014911
764 550 0.027966 0.028096
764 794 0.061977 0.061054
764 821 0.063621 0.062549
764 1101 0.139154 0.136970
764 1052 0.136350 0.137050
765 182 0.077568 0.074290
765 186 0.085954 0.081835
765 773 0.004892 0.004674
766 184 0.746166 0.747665
766 267 0.291563 0.288210
766 353 0.127309 0.132903
766 364 0.358890 0.354648
766 366 0.032095 0.030979
766 394 0.098780 0.094513
767 185 0.079446 0.077789
767 1102 0.028323 0.028818
768 187 0.246589 0.242154
768 255 0.111336 0.105610
768 351 0.140980 0.136232
768 357 0.260569 0.268849
768 466 0.300320 0.295372
768 561 0.358262 0.365272
768 587 0.111336 0.108816
768 653 0.283982 0.290850
768 655 0.159677 0.160322
768 659 0.354725 0.359612
768 769 0.023749 0.022896
768 952 0.171299 0.158283
769 187 0.340939 0.347030
769 466 0.415596 0.423297
769 587 0.153502 0.155944
769 653 0.421516 0.416817
769 768 0.011552 0.011724
769 818 0.577473 0.577863
769 974 0.282455 0.282454
769 1072 0.494874 0.506711
770 187 0.278945 0.276723
770 514 0.341365 0.339783
770 1103 0.401917 0.404195
770 952 0.181382 0.180878
771 187 0.404718 0.404993
771 450 0.648178 0.649198
771 587 0.182689 0.181990
771 653 0.486668 0.486435
771 659 0.599741 0.601437
771 818 0.676208 0.674380
772 188 0.112182 0.094652
772 410 0.545136 0.543266
772 648 0.114373 0.115016
772 975 0.708151 0.705808
773 188 0.088094 0.079510
773 463 0.037164 0.031648
773 765 0.045423 0.042491
773 895 0.479009 0.461920
774 191 0.425093 0.423186
774 192 0.072620 0.072561
774 197 0.416273 0.415261
774 216 0.129549 0.131121
774 229 0.032091 0.031471
774 247 0.140556 0.139006
774 330 0.824000 0.824443
774 406 0.264255 0.263327
774 407 0.026169 0.026231
774 419 0.479344 0.479940
774 428 0.130879 0.130260
774 442 0.227663 0.225550
774 511 0.752984 0.749220
774 554 0.353622 0.353096
774 649 0.317121 0.316424
774 696 0.546114 0.548166
774 703 0.761786 0.760298
774 755 0.488164 0.490501
774 832 0.077558 0.077809
774 883 0.484374 0.486991
774 808 0.300100 0.297243
774 833 0.122642 0.121552
775 191 0.069429 0.069112
775 239 0.011198 0.010568
776 193 0.164545 0.164254
776 195 0.572145 0.571117
777 194 0.054558 0.052853
777 336 0.826236 0.825713
777 670 0.028562 0.027385
778 195 0.045355 0.045713
779 195 0.071821 0.070888
779 196 0.072231 0.070638
779 197 0.039393 0.037536
779 198 0.019476 0.019685
779 214 0.051432 0.050020
779 215 0.032050 0.031213
779 217 0.069647 0.069382
779 220 0.043758 0.043064
779 288 0.055859 0.054998
779 316 0.060161 0.060203
779 326 0.052913 0.051758
779 583 0.039661 0.039115
779 598 0.020500 0.019914
779 785 0.005184 0.004583
780 195 0.353484 0.356065
780 210 0.065648 0.065881
780 288 0.277867 0.276248
780 389 0.008793 0.008732
781 196 0.071579 0.073253
782 197 0.281177 0.282257
782 204 0.401005 0.398697
782 292 0.170455 0.168143
782 646 0.428660 0.425959
782 648 0.083647 0.083779
782 702 0.507324 0.506473
782 743 0.161590 0.161008
782 785 0.034639 0.034462
783 198 0.024043 0.023173
783 379 0.051893 0.051621
783 380 0.068932 0.068654
783 381 0.066938 0.066419
783 383 0.079215 0.077683
783 384 0.070745 0.072277
783 889 0.038594 0.038794
783 935 0.036007 0.035707
783 884 0.082346 0.083908
783 894 0.073217 0.072270
783 890 0.019511 0.019902
784 198 0.166881 0.170433
785 198 0.065960 0.063789
785 214 0.168098 0.162092
785 215 0.101135 0.101147
785 220 0.137187 0.139550
785 288 0.178506 0.178223
785 362 0.053295 0.053518
785 389 0.006145 0.005633
785 595 0.162079 0.161017
785 598 0.066838 0.064532
785 646 0.177315 0.183566
785 694 0.183522 0.183079
785 779 0.146718 0.145438
785 782 0.125651 0.126248
786 199 0.142825 0.142672
786 646 0.129835 0.130444
786 724 0.027506 0.026387
787 199 0.504756 0.502690
787 298 0.328225 0.326998
787 388 0.552958 0.554621
787 409 0.577337 0.578346
787 433 0.166216 0.168006
787 551 0.544362 0.546908
787 570 0.587946 0.589872
787 725 0.134208 0.131443
787 755 0.358646 0.359732
787 884 0.574357 0.578293
787 885 0.334479 0.333387
787 886 0.214745 0.214130
787 887 0.260294 0.259012
788 202 0.531015 0.532996
789 203 0.055080 0.054978
789 218 0.247388 0.246439
789 696 0.296490 0.297101
789 697 0.185164 0.184351
790 203 0.062273 0.058323
791 204 0.039621 0.040930
791 207 0.034012 0.034341
791 210 0.010791 0.010125
791 211 0.045393 0.044958
791 218 0.030339 0.031728
791 647 0.009938 0.009576
792 211 0.263596 0.262399
792 212 0.031640 0.031695
792 737 0.032058 0.032717
792 1066 0.228936 0.228941
792 1068 0.010198 0.009970
792 1004 0.231305 0.233576
792 1104 0.263085 0.265627
792 1077 0.216415 0.214316
793 211 0.123724 0.122287
793 216 0.025348 0.024887
793 808 0.056962 0.056417
794 211 0.638790 0.637691
794 312 0.129865 0.128052
794 314 0.175179 0.172154
794 711 0.676257 0.674671
794 764 0.770987 0.771821
794 1065 0.825846 0.827855
794 902 0.361670 0.365032
795 212 0.069668 0.066725
795 360 0.150371 0.148417
795 383 0.623355 0.625920
796 212 0.050977 0.050021
796 697 0.222865 0.218625
797 215 0.098381 0.097928
797 400 0.208347 0.208986
797 724 0.036194 0.035950
798 217 0.224307 0.219623
798 925 0.231457 0.238800
799 218 0.419098 0.420540
800 218 0.275581 0.274362
800 697 0.203778 0.205239
801 219 0.148639 0.149160
801 389 0.005864 0.005399
801 400 0.211450 0.206870
801 432 0.001051 0.000245
801 1105 0.166740 0.163558
802 221 0.030110 0.029799
803 221 0.377670 0.362326
804 222 0.325244 0.327639
805 223 0.038357 0.036742
805 224 0.552518 0.553025
805 440 0.542998 0.545172
805 494 0.552755 0.549416
805 583 0.288920 0.288666
805 698 0.035276 0.035013
806 226 0.452947 0.456516
806 849 0.291341 0.293595
807 227 0.015140 0.014853
807 418 0.003916 0.003134
807 470 0.008502 0.008430
807 512 0.006764 0.006212
807 563 0.012397 0.011434
807 756 0.012543 0.012445
807 1096 0.006366 0.006626
807 847 0.002408 0.001786
807 1033 0.008544 0.008821
807 1022 0.004335 0.003134
808 229 0.018591 0.018110
808 247 0.078928 0.079993
808 378 0.130384 0.131756
808 388 0.436678 0.435185
808 442 0.129103 0.129796
808 511 0.437235 0.431149
808 774 0.129661 0.130302
808 793 0.299808 0.300724
808 832 0.045465 0.044776
808 833 0.069819 0.069949
809 230 0.472519 0.470497
809 253 0.867764 0.867507
809 333 0.107768 0.108684
809 469 0.867764 0.864743
810 232 0.678467 0.676162
810 301 0.152835 0.153721
810 479 0.639661 0.640002
810 577 0.112272 0.112210
810 1036 0.091719 0.090507
810 956 0.705413 0.704068
811 232 0.049910 0.050656
811 238 0.042704 0.042427
811 717 0.005839 0.005157
811 753 0.054150 0.053385
811 845 0.020715 0.020700
812 232 0.356081 0.353564
812 238 0.302708 0.296129
813 232 0.361698 0.369630
813 824 0.357074 0.355971
814 232 0.439653 0.447767
814 269 0.164624 0.162579
815 232 0.329889 0.328315
815 269 0.119770 0.119207
815 446 0.078479 0.076239
815 548 0.032693 0.031146
815 564 0.170959 0.174628
815 708 0.002208 0.001945
815 848 0.096739 0.099193
815 846 0.290334 0.294853
815 822 0.103048 0.094455
816 233 0.449579 0.445391
816 307 0.597248 0.601283
816 424 0.517765 0.513734
816 428 0.097351 0.099543
816 455 0.029369 0.029393
817 234 0.151396 0.147377
817 461 0.257346 0.256427
817 500 0.007939 0.008188
817 989 0.645738 0.645730
818 236 0.656355 0.657051
818 466 0.514811 0.512751
818 587 0.188706 0.188899
818 769 0.038599 0.039746
818 771 0.400971 0.397607
818 952 0.273487 0.274771
818 1057 0.425259 0.422339
818 951 0.155022 0.154016
819 236 0.629546 0.628838
819 852 0.424678 0.428959
820 236 0.424126 0.424650
820 453 0.151600 0.149277
820 463 0.022563 0.021199
820 500 0.006341 0.004591
820 623 0.107654 0.113770
820 733 0.410854 0.405061
821 236 0.702670 0.699526
821 431 0.299270 0.303964
821 522 0.686881 0.685092
821 527 0.243143 0.241943
821 609 0.743007 0.741714
821 764 0.672667 0.674473
821 1052 0.553717 0.556498
822 237 0.058488 0.059221
822 815 0.209077 0.209586
823 237 0.063231 0.063874
823 277 0.466036 0.466494
823 421 0.909784 0.907385
823 446 0.193041 0.192523
823 553 0.009112 0.008841
823 563 0.748909 0.748549
823 564 0.438985 0.440981
823 1035 0.442483 0.441853
823 869 0.367742 0.366579
823 867 0.563914 0.563711
823 1106 0.154229 0.153098
824 238 0.258796 0.258788
824 656 0.100263 0.101384
824 706 0.271873 0.272304
824 813 0.118252 0.117008
825 239 0.065320 0.069502
825 242 0.709110 0.701580
826 240 0.382466 0.386409
826 315 0.733143 0.734048
826 330 0.937004 0.939131
826 414 0.159356 0.161336
827 241 0.305453 0.308880
827 1061 0.593194 0.595882
828 242 0.134049 0.132948
828 269 0.054487 0.054532
828 350 0.160153 0.160641
829 242 0.463654 0.444032
830 242 0.639340 0.637108
830 531 0.284587 0.282274
830 548 0.070955 0.068278
830 975 0.736052 0.737758
831 243 0.037736 0.047808
832 247 0.146555 0.144725
832 378 0.240248 0.238377
832 387 0.567444 0.569747
832 503 0.817399 0.815534
832 511 0.787094 0.780047
832 541 0.816806 0.816427
832 554 0.369668 0.367624
832 774 0.239564 0.235746
832 808 0.315667 0.309473
832 833 0.128372 0.126553
832 907 0.345607 0.345036
833 247 0.052937 0.049351
833 442 0.085420 0.080076
833 511 0.265468 0.265992
833 554 0.131029 0.125358
833 774 0.080718 0.080388
833 808 0.106775 0.105529
833 832 0.026958 0.027624
833 1107 0.280475 0.281008
834 250 0.249428 0.249195
834 390 0.111902 0.111159
835 254 0.523451 0.525602
835 270 0.283389 0.284956
835 450 0.840815 0.842251
835 467 0.780620 0.780307
835 469 0.855736 0.854704
835 517 0.624420 0.623124
835 670 0.026411 0.026682
835 1108 0.796483 0.797725
835 858 0.456186 0.456229
835 1009 0.440786 0.441003
835 1109 0.519972 0.517635
835 1110 0.858641 0.857997
836 254 0.456619 0.453140
836 289 0.090227 0.089582
836 837 0.155479 0.156144
836 879 0.015248 0.014543
837 254 0.520064 0.516090
837 289 0.103038 0.102027
837 354 0.365162 0.366193
837 366 0.027874 0.028859
837 836 0.828443 0.826575
838 254 0.424279 0.427773
838 286 0.644759 0.641945
839 255 0.170663 0.175821
839 390 0.229449 0.228164
839 398 0.276281 0.269009
839 424 0.519431 0.523772
839 457 0.313661 0.314762
839 458 0.495554 0.494841
839 699 0.486563 0.485474
839 700 0.335727 0.337055
839 979 0.619484 0.614193
840 255 0.133467 0.132740
840 352 0.025387 0.023145
